seed,fold,group_id,role,stratify_label,eligible_for_eval,n_slides
4,0,46,train,C,True,5
4,0,52,train,C,True,3
4,0,45,train,B,True,4
4,0,69,train,A,True,8
4,0,48,train,A,True,4
4,0,49,train,C,True,6
4,0,39,train,C,True,3
4,0,37,train,B,True,8
4,0,73,train,C,True,3
4,0,22,train,B,True,3
4,0,6,train,A,True,3
4,0,8,train,C,True,3
4,0,42,train,C,True,3
4,0,20,train,B,True,3
4,0,27,train,B,True,3
4,0,23,train,B,True,3
4,0,41,train,B,True,5
4,0,71,train,C,True,3
4,0,38,train,A,True,3
4,0,1,train,A,True,3
4,0,7,train,A,True,3
4,0,36,train,C,True,8
4,0,4,train,A,True,3
4,0,25,train,C,True,8
4,0,2,train,C,True,3
4,0,10,train,C,True,3
4,0,11,train,B,True,3
4,0,21,train,B,True,3
4,0,35,train,B,True,3
4,0,34,train,C,True,3
4,0,29,train,B,True,3
4,0,40,train,C,True,3
4,0,19,train,C,True,3
4,0,15,train,A,True,3
4,0,61,train,B,True,3
4,0,16,train,C,True,4
4,0,17,train,C,True,3
4,0,3,train,C,True,3
4,0,51,train,A,False,2
4,0,53,train,A,False,2
4,0,54,train,A,False,2
4,0,55,train,C,False,2
4,0,56,train,B,False,2
4,0,58,train,B,False,2
4,0,62,train,B,False,2
4,0,63,train,A,False,2
4,0,64,train,B,False,1
4,0,65,train,C,False,1
4,0,66,train,A,False,1
4,0,67,train,C,False,1
4,0,60,val,C,True,3
4,0,70,val,C,True,5
4,0,13,val,C,True,3
4,0,5,val,B,True,3
4,0,12,val,B,True,3
4,0,26,val,A,True,3
4,0,68,val,C,True,6
4,0,9,test,C,True,3
4,0,14,test,B,True,3
4,0,18,test,A,True,3
4,0,24,test,C,True,3
4,0,28,test,A,True,3
4,0,30,test,B,True,3
4,0,31,test,C,True,3
4,0,32,test,C,True,4
4,0,33,test,A,True,3
4,0,43,test,C,True,7
4,0,44,test,C,True,10
4,0,47,test,C,True,5
4,0,50,test,B,True,3
4,0,57,test,B,True,3
4,0,59,test,C,True,3
4,0,72,test,B,True,3
4,1,26,train,A,True,3
4,1,50,train,B,True,3
4,1,45,train,B,True,4
4,1,12,train,B,True,3
4,1,14,train,B,True,3
4,1,10,train,C,True,3
4,1,6,train,A,True,3
4,1,19,train,C,True,3
4,1,29,train,B,True,3
4,1,31,train,C,True,3
4,1,71,train,C,True,3
4,1,70,train,C,True,5
4,1,35,train,B,True,3
4,1,36,train,C,True,8
4,1,41,train,B,True,5
4,1,48,train,A,True,4
4,1,32,train,C,True,4
4,1,61,train,B,True,3
4,1,8,train,C,True,3
4,1,47,train,C,True,5
4,1,17,train,C,True,3
4,1,72,train,B,True,3
4,1,24,train,C,True,3
4,1,7,train,A,True,3
4,1,16,train,C,True,4
4,1,40,train,C,True,3
4,1,9,train,C,True,3
4,1,3,train,C,True,3
4,1,37,train,B,True,8
4,1,30,train,B,True,3
4,1,28,train,A,True,3
4,1,34,train,C,True,3
4,1,21,train,B,True,3
4,1,43,train,C,True,7
4,1,44,train,C,True,10
4,1,57,train,B,True,3
4,1,15,train,A,True,3
4,1,33,train,A,True,3
4,1,52,train,C,True,3
4,1,51,train,A,False,2
4,1,53,train,A,False,2
4,1,54,train,A,False,2
4,1,55,train,C,False,2
4,1,56,train,B,False,2
4,1,58,train,B,False,2
4,1,62,train,B,False,2
4,1,63,train,A,False,2
4,1,64,train,B,False,1
4,1,65,train,C,False,1
4,1,66,train,A,False,1
4,1,67,train,C,False,1
4,1,39,val,C,True,3
4,1,20,val,B,True,3
4,1,69,val,A,True,8
4,1,59,val,C,True,3
4,1,68,val,C,True,6
4,1,18,val,A,True,3
4,1,27,val,B,True,3
4,1,1,test,A,True,3
